"MEASURE","Data item","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20601","Brunswick - Coburg","A","Annual","2016","2016",12.6,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20602","Darebin - South","A","Annual","2016","2016",84.7,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20602","Darebin - South","A","Annual","2016","2016",12.9,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20603","Essendon","A","Annual","2016","2016",84,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20603","Essendon","A","Annual","2016","2016",13.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20604","Melbourne City","A","Annual","2016","2016",89.5,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20604","Melbourne City","A","Annual","2016","2016",7.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20605","Port Phillip","A","Annual","2016","2016",87.5,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20605","Port Phillip","A","Annual","2016","2016",9.9,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20606","Stonnington - West","A","Annual","2016","2016",88.2,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20606","Stonnington - West","A","Annual","2016","2016",9.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20607","Yarra","A","Annual","2016","2016",87.4,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20607","Yarra","A","Annual","2016","2016",9.7,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20701","Boroondara","A","Annual","2016","2016",90.5,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20701","Boroondara","A","Annual","2016","2016",7.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20702","Manningham - West","A","Annual","2016","2016",86,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20702","Manningham - West","A","Annual","2016","2016",11.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20703","Whitehorse - West","A","Annual","2016","2016",86.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20703","Whitehorse - West","A","Annual","2016","2016",11.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20801","Bayside","A","Annual","2016","2016",88.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20801","Bayside","A","Annual","2016","2016",9.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20802","Glen Eira","A","Annual","2016","2016",87.2,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20802","Glen Eira","A","Annual","2016","2016",10.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20803","Kingston","A","Annual","2016","2016",85.3,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20803","Kingston","A","Annual","2016","2016",12.3,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20804","Stonnington - East","A","Annual","2016","2016",89.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20804","Stonnington - East","A","Annual","2016","2016",8.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20901","Banyule","A","Annual","2016","2016",86.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20901","Banyule","A","Annual","2016","2016",11.7,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20902","Darebin - North","A","Annual","2016","2016",77.5,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20902","Darebin - North","A","Annual","2016","2016",19.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20903","Nillumbik - Kinglake","A","Annual","2016","2016",91.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20903","Nillumbik - Kinglake","A","Annual","2016","2016",6.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20904","Whittlesea - Wallan","A","Annual","2016","2016",84.2,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20904","Whittlesea - Wallan","A","Annual","2016","2016",13.3,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21001","Keilor","A","Annual","2016","2016",80.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21001","Keilor","A","Annual","2016","2016",16.8,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21002","Macedon Ranges","A","Annual","2016","2016",88.5,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21002","Macedon Ranges","A","Annual","2016","2016",9.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21003","Moreland - North","A","Annual","2016","2016",77.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21003","Moreland - North","A","Annual","2016","2016",19.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21004","Sunbury","A","Annual","2016","2016",87,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21004","Sunbury","A","Annual","2016","2016",10.9,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21005","Tullamarine - Broadmeadows","A","Annual","2016","2016",83.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21005","Tullamarine - Broadmeadows","A","Annual","2016","2016",13.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21101","Knox","A","Annual","2016","2016",87.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21101","Knox","A","Annual","2016","2016",9.9,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21102","Manningham - East","A","Annual","2016","2016",91,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21102","Manningham - East","A","Annual","2016","2016",7.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21103","Maroondah","A","Annual","2016","2016",87.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21103","Maroondah","A","Annual","2016","2016",10.3,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21104","Whitehorse - East","A","Annual","2016","2016",87.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21104","Whitehorse - East","A","Annual","2016","2016",10.8,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21105","Yarra Ranges","A","Annual","2016","2016",87.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21105","Yarra Ranges","A","Annual","2016","2016",10.8,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21201","Cardinia","A","Annual","2016","2016",86.7,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21201","Cardinia","A","Annual","2016","2016",11,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21202","Casey - North","A","Annual","2016","2016",86.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21202","Casey - North","A","Annual","2016","2016",10.6,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21203","Casey - South","A","Annual","2016","2016",88,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21203","Casey - South","A","Annual","2016","2016",9.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21204","Dandenong","A","Annual","2016","2016",79.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21204","Dandenong","A","Annual","2016","2016",16.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21205","Monash","A","Annual","2016","2016",86.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21205","Monash","A","Annual","2016","2016",11,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21301","Brimbank","A","Annual","2016","2016",78.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21301","Brimbank","A","Annual","2016","2016",17.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21302","Hobsons Bay","A","Annual","2016","2016",81.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21302","Hobsons Bay","A","Annual","2016","2016",15.7,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21303","Maribyrnong","A","Annual","2016","2016",83.5,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21303","Maribyrnong","A","Annual","2016","2016",13.6,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21304","Melton - Bacchus Marsh","A","Annual","2016","2016",86.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21304","Melton - Bacchus Marsh","A","Annual","2016","2016",11.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21305","Wyndham","A","Annual","2016","2016",88.2,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21305","Wyndham","A","Annual","2016","2016",9.3,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21401","Frankston","A","Annual","2016","2016",84.2,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21401","Frankston","A","Annual","2016","2016",13.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21402","Mornington Peninsula","A","Annual","2016","2016",83.3,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21402","Mornington Peninsula","A","Annual","2016","2016",13.9,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20101","Ballarat","A","Annual","2016","2016",80.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20101","Ballarat","A","Annual","2016","2016",16.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20102","Creswick - Daylesford - Ballan","A","Annual","2016","2016",78.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20102","Creswick - Daylesford - Ballan","A","Annual","2016","2016",18.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20103","Maryborough - Pyrenees","A","Annual","2016","2016",71.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20103","Maryborough - Pyrenees","A","Annual","2016","2016",25.6,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20201","Bendigo","A","Annual","2016","2016",80.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20201","Bendigo","A","Annual","2016","2016",17.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20202","Heathcote - Castlemaine - Kyneton","A","Annual","2016","2016",81.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20202","Heathcote - Castlemaine - Kyneton","A","Annual","2016","2016",15.7,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20203","Loddon - Elmore","A","Annual","2016","2016",70.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20203","Loddon - Elmore","A","Annual","2016","2016",25.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20301","Barwon - West","A","Annual","2016","2016",85.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20301","Barwon - West","A","Annual","2016","2016",12.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20302","Geelong","A","Annual","2016","2016",80.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20302","Geelong","A","Annual","2016","2016",17.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20303","Surf Coast - Bellarine Peninsula","A","Annual","2016","2016",85.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20303","Surf Coast - Bellarine Peninsula","A","Annual","2016","2016",11.9,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20401","Upper Goulburn Valley","A","Annual","2016","2016",76.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20401","Upper Goulburn Valley","A","Annual","2016","2016",19.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20402","Wangaratta - Benalla","A","Annual","2016","2016",75.3,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20402","Wangaratta - Benalla","A","Annual","2016","2016",21.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20403","Wodonga - Alpine","A","Annual","2016","2016",80.2,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20403","Wodonga - Alpine","A","Annual","2016","2016",17.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20501","Baw Baw","A","Annual","2016","2016",81,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20501","Baw Baw","A","Annual","2016","2016",16.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20502","Gippsland - East","A","Annual","2016","2016",74.7,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20502","Gippsland - East","A","Annual","2016","2016",21.8,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20503","Gippsland - South West","A","Annual","2016","2016",77.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20503","Gippsland - South West","A","Annual","2016","2016",19.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20504","Latrobe Valley","A","Annual","2016","2016",77.2,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20504","Latrobe Valley","A","Annual","2016","2016",19.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","20505","Wellington","A","Annual","2016","2016",77.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","20505","Wellington","A","Annual","2016","2016",19.3,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21501","Grampians","A","Annual","2016","2016",72.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21501","Grampians","A","Annual","2016","2016",24,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21502","Mildura","A","Annual","2016","2016",74,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21502","Mildura","A","Annual","2016","2016",22.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21503","Murray River - Swan Hill","A","Annual","2016","2016",70.3,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21503","Murray River - Swan Hill","A","Annual","2016","2016",25.9,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21601","Campaspe","A","Annual","2016","2016",74.7,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21601","Campaspe","A","Annual","2016","2016",21.9,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21602","Moira","A","Annual","2016","2016",73.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21602","Moira","A","Annual","2016","2016",23.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21603","Shepparton","A","Annual","2016","2016",77.4,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21603","Shepparton","A","Annual","2016","2016",19.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21701","Glenelg - Southern Grampians","A","Annual","2016","2016",74.5,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21701","Glenelg - Southern Grampians","A","Annual","2016","2016",22.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21703","Colac - Corangamite","A","Annual","2016","2016",73.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21703","Colac - Corangamite","A","Annual","2016","2016",23.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","21704","Warrnambool","A","Annual","2016","2016",78.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","21704","Warrnambool","A","Annual","2016","2016",19,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30101","Capalaba","A","Annual","2016","2016",88.5,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30101","Capalaba","A","Annual","2016","2016",9.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30102","Cleveland - Stradbroke","A","Annual","2016","2016",85.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30102","Cleveland - Stradbroke","A","Annual","2016","2016",11.7,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30103","Wynnum - Manly","A","Annual","2016","2016",85.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30103","Wynnum - Manly","A","Annual","2016","2016",11.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30201","Bald Hills - Everton Park","A","Annual","2016","2016",89.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30201","Bald Hills - Everton Park","A","Annual","2016","2016",8.8,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30202","Chermside","A","Annual","2016","2016",84.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30202","Chermside","A","Annual","2016","2016",13,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30203","Nundah","A","Annual","2016","2016",85.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30203","Nundah","A","Annual","2016","2016",11.7,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30204","Sandgate","A","Annual","2016","2016",83.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30204","Sandgate","A","Annual","2016","2016",14.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30301","Carindale","A","Annual","2016","2016",88,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30301","Carindale","A","Annual","2016","2016",10,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30302","Holland Park - Yeronga","A","Annual","2016","2016",87,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30302","Holland Park - Yeronga","A","Annual","2016","2016",10.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30303","Mt Gravatt","A","Annual","2016","2016",87.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30303","Mt Gravatt","A","Annual","2016","2016",10,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30304","Nathan","A","Annual","2016","2016",86.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30304","Nathan","A","Annual","2016","2016",10.6,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30305","Rocklea - Acacia Ridge","A","Annual","2016","2016",89.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30305","Rocklea - Acacia Ridge","A","Annual","2016","2016",8,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30306","Sunnybank","A","Annual","2016","2016",88.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30306","Sunnybank","A","Annual","2016","2016",8.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30401","Centenary","A","Annual","2016","2016",93.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30401","Centenary","A","Annual","2016","2016",5.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30402","Kenmore - Brookfield - Moggill","A","Annual","2016","2016",94.2,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30402","Kenmore - Brookfield - Moggill","A","Annual","2016","2016",4.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30403","Sherwood - Indooroopilly","A","Annual","2016","2016",91.7,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30403","Sherwood - Indooroopilly","A","Annual","2016","2016",6.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30404","The Gap - Enoggera","A","Annual","2016","2016",89.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30404","The Gap - Enoggera","A","Annual","2016","2016",8.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30501","Brisbane Inner","A","Annual","2016","2016",87.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30501","Brisbane Inner","A","Annual","2016","2016",9.3,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30502","Brisbane Inner - East","A","Annual","2016","2016",89.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30502","Brisbane Inner - East","A","Annual","2016","2016",7.9,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30503","Brisbane Inner - North","A","Annual","2016","2016",88.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30503","Brisbane Inner - North","A","Annual","2016","2016",8.5,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","30504","Brisbane Inner - West","A","Annual","2016","2016",91.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","30504","Brisbane Inner - West","A","Annual","2016","2016",6,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31001","Forest Lake - Oxley","A","Annual","2016","2016",82.7,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31001","Forest Lake - Oxley","A","Annual","2016","2016",14.3,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31002","Ipswich Hinterland","A","Annual","2016","2016",77.7,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31002","Ipswich Hinterland","A","Annual","2016","2016",19.1,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31003","Ipswich Inner","A","Annual","2016","2016",81.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31003","Ipswich Inner","A","Annual","2016","2016",15.7,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31004","Springfield - Redbank","A","Annual","2016","2016",87.8,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31004","Springfield - Redbank","A","Annual","2016","2016",9.8,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31101","Beaudesert","A","Annual","2016","2016",75.5,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31101","Beaudesert","A","Annual","2016","2016",21.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31102","Beenleigh","A","Annual","2016","2016",81.2,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31102","Beenleigh","A","Annual","2016","2016",15.8,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31103","Browns Plains","A","Annual","2016","2016",85.7,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31103","Browns Plains","A","Annual","2016","2016",11.8,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31104","Jimboomba","A","Annual","2016","2016",89.6,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31104","Jimboomba","A","Annual","2016","2016",8.4,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31105","Loganlea - Carbrook","A","Annual","2016","2016",86.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31105","Loganlea - Carbrook","A","Annual","2016","2016",11.3,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31106","Springwood - Kingston","A","Annual","2016","2016",82.2,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31106","Springwood - Kingston","A","Annual","2016","2016",14.8,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31301","Bribie - Beachmere","A","Annual","2016","2016",78.7,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31301","Bribie - Beachmere","A","Annual","2016","2016",18.3,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31302","Caboolture","A","Annual","2016","2016",83.1,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31302","Caboolture","A","Annual","2016","2016",14.2,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31303","Caboolture Hinterland","A","Annual","2016","2016",79.3,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31303","Caboolture Hinterland","A","Annual","2016","2016",17.9,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31304","Narangba - Burpengary","A","Annual","2016","2016",85.9,,
"INTERNET_3","Internet not accessed from dwelling (%)","SA3","Statistical Area Level 3","31304","Narangba - Burpengary","A","Annual","2016","2016",11.7,,
"INTERNET_2","Internet accessed from dwelling (%)","SA3","Statistical Area Level 3","31305","Redcliffe","A","Annual","2016","2016",79.8,,
