"MEASURE","Data item","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","31104","Jimboomba","A","Annual","2014","2014",54931,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","31104","Jimboomba","A","Annual","2015","2015",55655,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30502","Brisbane Inner - East","A","Annual","2011","2011",34,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30502","Brisbane Inner - East","A","Annual","2012","2012",34,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30502","Brisbane Inner - East","A","Annual","2013","2013",35,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30502","Brisbane Inner - East","A","Annual","2014","2014",35,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30502","Brisbane Inner - East","A","Annual","2015","2015",35,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2011","2011",42535,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2012","2012",48266,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2013","2013",53735,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2014","2014",64008,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2015","2015",71252,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","80101","Belconnen","A","Annual","2011","2011",51436,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","80101","Belconnen","A","Annual","2012","2012",52611,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","80101","Belconnen","A","Annual","2013","2013",53330,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","80101","Belconnen","A","Annual","2014","2014",53278,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","80101","Belconnen","A","Annual","2015","2015",54697,,
"INCOME_2","Median employee income ($)","SA3","Statistical Area Level 3","30908","Robina","A","Annual","2011","2011",35808,,
"INCOME_2","Median employee income ($)","SA3","Statistical Area Level 3","30908","Robina","A","Annual","2012","2012",37633,,
"INCOME_2","Median employee income ($)","SA3","Statistical Area Level 3","30908","Robina","A","Annual","2013","2013",39275,,
"INCOME_2","Median employee income ($)","SA3","Statistical Area Level 3","30908","Robina","A","Annual","2014","2014",40300,,
"INCOME_2","Median employee income ($)","SA3","Statistical Area Level 3","30908","Robina","A","Annual","2015","2015",41583,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",53541,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2012","2012",56433,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2013","2013",58188,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2014","2014",59963,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2015","2015",61674,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","20601","Brunswick - Coburg","A","Annual","2011","2011",83.3,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","20601","Brunswick - Coburg","A","Annual","2012","2012",82.9,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","20601","Brunswick - Coburg","A","Annual","2013","2013",82.8,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","20601","Brunswick - Coburg","A","Annual","2014","2014",82.7,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","20601","Brunswick - Coburg","A","Annual","2015","2015",82.3,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","11801","Eastern Suburbs - North","A","Annual","2011","2011",103317,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","11801","Eastern Suburbs - North","A","Annual","2012","2012",105998,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","11801","Eastern Suburbs - North","A","Annual","2013","2013",109848,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","11801","Eastern Suburbs - North","A","Annual","2014","2014",118100,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","11801","Eastern Suburbs - North","A","Annual","2015","2015",119678,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2011","2011",52294,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2012","2012",54511,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2013","2013",56637,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2014","2014",56628,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2015","2015",58259,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","10604","Upper Hunter","A","Annual","2011","2011",41976,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","10604","Upper Hunter","A","Annual","2012","2012",44705,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","10604","Upper Hunter","A","Annual","2013","2013",46098,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","10604","Upper Hunter","A","Annual","2014","2014",46427,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","10604","Upper Hunter","A","Annual","2015","2015",46730,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","20604","Melbourne City","A","Annual","2011","2011",54446,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","20604","Melbourne City","A","Annual","2012","2012",58947,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","20604","Melbourne City","A","Annual","2013","2013",65458,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","20604","Melbourne City","A","Annual","2014","2014",70030,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","20604","Melbourne City","A","Annual","2015","2015",77083,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30503","Brisbane Inner - North","A","Annual","2011","2011",34,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30503","Brisbane Inner - North","A","Annual","2012","2012",35,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30503","Brisbane Inner - North","A","Annual","2013","2013",35,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30503","Brisbane Inner - North","A","Annual","2014","2014",35,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30503","Brisbane Inner - North","A","Annual","2015","2015",35,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","30905","Mudgeeraba - Tallebudgera","A","Annual","2011","2011",36732,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","30905","Mudgeeraba - Tallebudgera","A","Annual","2012","2012",39264,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","30905","Mudgeeraba - Tallebudgera","A","Annual","2013","2013",40992,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","30905","Mudgeeraba - Tallebudgera","A","Annual","2014","2014",42606,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","30905","Mudgeeraba - Tallebudgera","A","Annual","2015","2015",43689,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","60106","Sorell - Dodges Ferry","A","Annual","2011","2011",41857,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","60106","Sorell - Dodges Ferry","A","Annual","2012","2012",43160,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","60106","Sorell - Dodges Ferry","A","Annual","2013","2013",44592,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","60106","Sorell - Dodges Ferry","A","Annual","2014","2014",45603,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","60106","Sorell - Dodges Ferry","A","Annual","2015","2015",47792,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2011","2011",52968,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2012","2012",53827,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2013","2013",55095,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2014","2014",56979,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2015","2015",60198,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","30604","Port Douglas - Daintree","A","Annual","2011","2011",5790,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","30604","Port Douglas - Daintree","A","Annual","2012","2012",5937,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","30604","Port Douglas - Daintree","A","Annual","2013","2013",6248,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","30604","Port Douglas - Daintree","A","Annual","2014","2014",6309,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","30604","Port Douglas - Daintree","A","Annual","2015","2015",6593,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","90101","Christmas Island","A","Annual","2011","2011",87.3,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","90101","Christmas Island","A","Annual","2012","2012",86.2,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","90101","Christmas Island","A","Annual","2013","2013",85,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","90101","Christmas Island","A","Annual","2014","2014",85.7,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","90101","Christmas Island","A","Annual","2015","2015",85,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","80105","North Canberra","A","Annual","2011","2011",26602,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","80105","North Canberra","A","Annual","2012","2012",28142,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","80105","North Canberra","A","Annual","2013","2013",29140,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","80105","North Canberra","A","Annual","2014","2014",29439,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","80105","North Canberra","A","Annual","2015","2015",30667,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","30907","Ormeau - Oxenford","A","Annual","2011","2011",49206,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","30907","Ormeau - Oxenford","A","Annual","2012","2012",52562,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","30907","Ormeau - Oxenford","A","Annual","2013","2013",54974,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","30907","Ormeau - Oxenford","A","Annual","2014","2014",56960,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","30907","Ormeau - Oxenford","A","Annual","2015","2015",57836,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30901","Broadbeach - Burleigh","A","Annual","2011","2011",36,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30901","Broadbeach - Burleigh","A","Annual","2012","2012",36,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30901","Broadbeach - Burleigh","A","Annual","2013","2013",36,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30901","Broadbeach - Burleigh","A","Annual","2014","2014",37,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","30901","Broadbeach - Burleigh","A","Annual","2015","2015",37,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","21204","Dandenong","A","Annual","2011","2011",81.6,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","21204","Dandenong","A","Annual","2012","2012",81.3,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","21204","Dandenong","A","Annual","2013","2013",80.8,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","21204","Dandenong","A","Annual","2014","2014",80.5,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","21204","Dandenong","A","Annual","2015","2015",79.6,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2011","2011",38025,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2012","2012",42069,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2013","2013",42457,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2014","2014",41705,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2015","2015",42806,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","31304","Narangba - Burpengary","A","Annual","2011","2011",44982,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","31304","Narangba - Burpengary","A","Annual","2012","2012",47801,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","31304","Narangba - Burpengary","A","Annual","2013","2013",49663,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","31304","Narangba - Burpengary","A","Annual","2014","2014",51171,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","31304","Narangba - Burpengary","A","Annual","2015","2015",52237,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","10104","South Coast","A","Annual","2011","2011",36630,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","10104","South Coast","A","Annual","2012","2012",38358,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","10104","South Coast","A","Annual","2013","2013",39675,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","10104","South Coast","A","Annual","2014","2014",40979,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","10104","South Coast","A","Annual","2015","2015",41565,,
"INCOME_35","Total income earners (excl. Government pensions and allowances) - median age (years)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",39,,
"INCOME_35","Total income earners (excl. Government pensions and allowances) - median age (years)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2012","2012",39,,
"INCOME_35","Total income earners (excl. Government pensions and allowances) - median age (years)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2013","2013",39,,
"INCOME_35","Total income earners (excl. Government pensions and allowances) - median age (years)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2014","2014",39,,
"INCOME_35","Total income earners (excl. Government pensions and allowances) - median age (years)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2015","2015",39,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2011","2011",4504728427,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2012","2012",5130490691,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2013","2013",5807245756,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2014","2014",6133604199,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2015","2015",6403532836,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31106","Springwood - Kingston","A","Annual","2011","2011",1673085371,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31106","Springwood - Kingston","A","Annual","2012","2012",1782790414,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31106","Springwood - Kingston","A","Annual","2013","2013",1823343192,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31106","Springwood - Kingston","A","Annual","2014","2014",1872602993,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31106","Springwood - Kingston","A","Annual","2015","2015",1941789490,,
"INCOME_2","Median employee income ($)","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2011","2011",40931,,
"INCOME_2","Median employee income ($)","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2012","2012",44796,,
"INCOME_2","Median employee income ($)","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2013","2013",47633,,
"INCOME_2","Median employee income ($)","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2014","2014",49459,,
"INCOME_2","Median employee income ($)","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2015","2015",50148,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31201","Bowen Basin - North","A","Annual","2011","2011",48460,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31201","Bowen Basin - North","A","Annual","2012","2012",53000,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31201","Bowen Basin - North","A","Annual","2013","2013",54828,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31201","Bowen Basin - North","A","Annual","2014","2014",54206,,
"INCOME_17","Median total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","31201","Bowen Basin - North","A","Annual","2015","2015",52440,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2011","2011",76.2,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2012","2012",76,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2013","2013",76.2,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2014","2014",76.5,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2015","2015",76,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","21603","Shepparton","A","Annual","2011","2011",41202,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","21603","Shepparton","A","Annual","2012","2012",43274,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","21603","Shepparton","A","Annual","2013","2013",44611,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","21603","Shepparton","A","Annual","2014","2014",46346,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","21603","Shepparton","A","Annual","2015","2015",47718,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","11602","Blacktown - North","A","Annual","2011","2011",55320,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","11602","Blacktown - North","A","Annual","2012","2012",57598,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","11602","Blacktown - North","A","Annual","2013","2013",59579,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","11602","Blacktown - North","A","Annual","2014","2014",61231,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","11602","Blacktown - North","A","Annual","2015","2015",63036,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","60301","Central Highlands (Tas.)","A","Annual","2011","2011",223604916,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","60301","Central Highlands (Tas.)","A","Annual","2012","2012",226637606,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","60301","Central Highlands (Tas.)","A","Annual","2013","2013",226873340,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","60301","Central Highlands (Tas.)","A","Annual","2014","2014",238751707,,
"INCOME_18","Total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","60301","Central Highlands (Tas.)","A","Annual","2015","2015",257044065,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2011","2011",73.7,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2012","2012",73.9,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2013","2013",74.4,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2014","2014",74.9,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","31801","Charters Towers - Ayr - Ingham","A","Annual","2015","2015",74.3,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","10302","Lachlan Valley","A","Annual","2011","2011",66.9,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","10302","Lachlan Valley","A","Annual","2012","2012",68.2,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","10302","Lachlan Valley","A","Annual","2013","2013",67.8,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","10302","Lachlan Valley","A","Annual","2014","2014",68.2,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","10302","Lachlan Valley","A","Annual","2015","2015",66.9,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","51002","East Pilbara","A","Annual","2011","2011",11229,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","51002","East Pilbara","A","Annual","2012","2012",12097,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","51002","East Pilbara","A","Annual","2013","2013",12960,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","51002","East Pilbara","A","Annual","2014","2014",13056,,
"INCOME_4","Employee income earners (no.)","SA3","Statistical Area Level 3","51002","East Pilbara","A","Annual","2015","2015",13022,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","20303","Surf Coast - Bellarine Peninsula","A","Annual","2011","2011",42,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","20303","Surf Coast - Bellarine Peninsula","A","Annual","2012","2012",42,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","20303","Surf Coast - Bellarine Peninsula","A","Annual","2013","2013",42,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","20303","Surf Coast - Bellarine Peninsula","A","Annual","2014","2014",42,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","20303","Surf Coast - Bellarine Peninsula","A","Annual","2015","2015",42,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","21201","Cardinia","A","Annual","2011","2011",47115,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","21201","Cardinia","A","Annual","2012","2012",49195,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","21201","Cardinia","A","Annual","2013","2013",50646,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","21201","Cardinia","A","Annual","2014","2014",51791,,
"INCOME_36","Mean total income (excl. Government pensions and allowances) ($)","SA3","Statistical Area Level 3","21201","Cardinia","A","Annual","2015","2015",53230,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","80107","Tuggeranong","A","Annual","2011","2011",57783,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","80107","Tuggeranong","A","Annual","2012","2012",60179,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","80107","Tuggeranong","A","Annual","2013","2013",62010,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","80107","Tuggeranong","A","Annual","2014","2014",63569,,
"INCOME_21","Mean employee income ($)","SA3","Statistical Area Level 3","80107","Tuggeranong","A","Annual","2015","2015",64664,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2011","2011",37,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2012","2012",38,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2013","2013",38,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2014","2014",38,,
"INCOME_20","Employee income earners - median age (years)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2015","2015",38,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","12802","Sutherland - Menai - Heathcote","A","Annual","2011","2011",80.5,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","12802","Sutherland - Menai - Heathcote","A","Annual","2012","2012",80.3,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","12802","Sutherland - Menai - Heathcote","A","Annual","2013","2013",80.3,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","12802","Sutherland - Menai - Heathcote","A","Annual","2014","2014",80.3,,
"INCOME_22","Employee income as main source of income (%)","SA3","Statistical Area Level 3","12802","Sutherland - Menai - Heathcote","A","Annual","2015","2015",79.8,,
"INCOME_35","Total income earners (excl. Government pensions and allowances) - median age (years)","SA3","Statistical Area Level 3","60403","West Coast","A","Annual","2011","2011",44,,
"INCOME_35","Total income earners (excl. Government pensions and allowances) - median age (years)","SA3","Statistical Area Level 3","60403","West Coast","A","Annual","2012","2012",44,,
"INCOME_35","Total income earners (excl. Government pensions and allowances) - median age (years)","SA3","Statistical Area Level 3","60403","West Coast","A","Annual","2013","2013",45,,
